T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,Appliances,lights
21.7,35.7,20.365,35.675,21.1,37.0,21.0,35.79,18.0,46.09,0.7333333329999999,96.29666667,21.79,30.825,22.76,39.1,17.89,36.43,1.43,764.9666667,68.66666667,1.6666666669999999,40.0,-3.83,34.59008097,34.59008097,80,0
21.7,35.59,20.35666667,35.9,21.06666667,37.06,20.89,35.82666667,18.0,46.09,0.325,95.82,21.73,30.89,22.56666667,37.76666667,18.0,36.8,1.12,764.9333333,70.83333333,1.8333333330000001,40.0,-3.72,1.733469556,1.733469556,80,10
21.7,35.59,20.29,35.975,21.0,37.06,20.89,36.1,18.0,46.09,-0.033333333,95.39666667,21.675,30.9725,22.5,37.2225,18.1,37.03,0.8,764.9,73.0,2.0,40.0,-3.6,3.139306477,3.139306477,90,10
21.6,35.73,20.23,35.79666667,20.96333333,37.2,20.89,36.46333333,18.0,46.00642857,-0.26666666699999997,95.23,21.52142857,30.945,22.45111111,37.47555556,18.1,37.16333333,0.5329999999999999,764.8833333,74.66666667,2.0,40.0,-3.57,19.88530459,19.88530459,130,10
21.6,35.79,20.15,35.825,20.89,37.26,20.89,36.66333333,18.0,46.0,-0.533333333,94.96333333,21.5,31.03333333,22.434,37.79,18.1,37.2,0.267,764.8666667,76.33333333,2.0,40.0,-3.53,24.50142124,24.50142124,380,20
21.5,36.76,20.1,36.07727273,20.79,37.26,21.0,36.82666667,18.03,46.027,-0.833333333,94.92666667,21.412,31.1,22.5,38.858000000000004,18.1,37.26,0.0,764.85,78.0,2.0,40.0,-3.5,31.55243738,31.55243738,800,10
21.56666667,38.62666667,20.1,37.04090909,20.79,37.26,21.06666667,36.96666667,18.0,46.1175,-1.033333333,95.26,21.365,31.2475,22.5,39.45,18.1,37.29,-0.267,764.8333332999999,79.66666667,2.0,40.0,-3.47,36.17021561,36.17021561,790,10
21.63333333,42.06666667,20.1,38.154,20.7,37.49333333,21.73333333,36.96666667,18.0,46.32,-1.4266666669999999,94.22666667,21.23,31.39,22.55,39.96166667,18.1,37.23,-0.5329999999999999,764.8166667,81.33333333,2.0,40.0,-3.43,3.838289622,3.838289622,540,20
21.7,45.06666667,20.06666667,40.56,20.7,38.1,22.26,37.23333333,18.0,46.93888889,-1.9,92.43333333,21.18333333,31.56666667,22.55,40.29333333,18.1,37.2,-0.8,764.8,83.0,2.0,40.0,-3.4,21.07230403,21.07230403,120,20
21.79,45.52666667,20.075,41.15625,20.7,38.495,22.39,37.32666667,18.0,47.45428571,-2.23,91.89666667,21.13333333,31.66666667,22.59166667,40.55666667,18.1,37.2,-0.833,764.8,82.33333333,2.0,40.0,-3.55,48.68633429,48.68633429,110,20
21.85666667,43.52666667,20.1,40.6925,20.73,38.89,22.32333333,37.46666667,18.29833333,58.96333333,-2.43,91.69,21.05555556,31.78,22.6,40.99,18.2,38.69333333,-0.867,764.8,81.66666667,2.0,40.0,-3.7,40.69028917,40.69028917,160,30
22.025,41.075,20.16666667,40.69333333,20.82333333,39.12666667,22.03333333,37.32666667,18.73,56.13333333,-2.833333333,91.25666667,21.0,32.06666667,22.7,41.6,18.1,38.96666667,-0.9329999999999999,764.8,80.33333333,2.0,40.0,-4.0,24.48711529,24.48711529,550,20
22.1,40.76666667,20.29,40.7175,20.89,39.2,21.85666667,37.06,18.79,52.3425,-3.03,90.83333333,20.92666667,32.26,22.65,41.61333333,18.1,38.82666667,-0.9670000000000001,764.8,79.66666667,2.0,40.0,-4.15,0.567009649,0.567009649,530,10
22.23,46.26,20.31,40.72,20.89,39.49333333,21.79,37.0,18.93857143,51.42714286,-3.163333333,90.76,20.89,32.378,22.57777778,41.33111111,18.0,38.56,-1.0,764.8,79.0,2.0,40.0,-4.3,12.93011485,12.93011485,100,0
22.29,47.73333333,20.39,41.77777778,20.96333333,40.3,21.65,36.9,19.1,51.47857143,-3.326666667,90.83,20.86,32.236,22.444375,40.6,18.0,38.5,-1.03,764.8,78.0,2.0,40.0,-4.48,22.72993859,22.72993859,100,10
22.35666667,45.63,20.45416667,42.34166667,21.0,40.73,21.56666667,36.96666667,19.19944444,50.52,-3.475,90.6225,20.74,31.76222222,22.39,40.40769231,17.96333333,38.43,-1.07,764.8,77.0,2.0,40.0,-4.67,37.04883441,37.04883441,90,10
22.29,44.63,20.51875,42.48125,21.0,40.79,21.5,36.9,19.26,49.36833333,-3.56,90.86666667,20.7,31.456875,22.35666667,40.5,17.89,38.23,-1.1,764.8,76.0,2.0,40.0,-4.85,49.53300059,49.53300059,90,10
22.29,43.26333333,20.60625,42.16375,20.96333333,40.76,21.35666667,36.79,19.30666667,48.40444444,-3.59,91.1,20.61875,31.160625,22.34625,40.545,17.96333333,37.96666667,-1.13,764.8,75.0,2.0,40.0,-5.03,16.6102473,16.6102473,100,10
22.29,42.45666667,20.66666667,41.67888889,20.89,40.645,21.29,36.86333333,19.39,47.52777778,-3.59,91.36666667,20.56111111,31.05,22.365,40.5,17.82333333,37.76666667,-1.17,764.8,74.0,2.0,40.0,-5.22,47.23957027,47.23957027,130,10
22.39,41.62333333,20.70642857,41.10714286,20.89,40.5675,21.2,36.9,19.424375,46.809375,-3.53,91.66333333,20.5,31.26785714,22.39,40.30125,17.89,37.645,-1.2,764.8,73.0,2.0,40.0,-5.4,48.09267099,48.09267099,110,10
22.39,42.09666667,20.77363636,40.7,20.89,40.5,21.2,36.96666667,19.5,46.956,-3.645,91.095,20.5,31.467,22.39,40.05714286,17.79,37.46666667,-1.25,764.75,74.16666667,2.166666667,37.66666667,-5.27,44.96387498,44.96387498,120,20
21.26,40.76,19.6,40.0,20.2,39.7,20.7225,39.09,19.0,63.15666667,-4.8777777780000005,87.80444444,20.13333333,37.29,21.29,46.1,17.6,39.32666667,-3.77,762.6666667000001,88.0,2.0,24.66666667,-5.47,7.880104159,7.880104159,40,0
21.2,40.7,19.6,40.0,20.2,39.76,20.63333333,39.03,19.0,62.93,-4.95,87.32944444,20.1,37.43333333,21.29,46.36,17.6,39.46666667,-3.88,762.5833332999999,88.5,2.0,23.83333333,-5.48,35.94300579,35.94300579,40,0
21.16666667,40.7,19.53333333,40.0,20.2,39.7,20.6,38.96666667,19.0,62.73,-5.055,86.96444444,20.1,37.5,21.29,46.63333333,17.6,39.59,-4.0,762.5,89.0,2.0,23.0,-5.5,35.19709163,35.19709163,60,0
21.1,40.7,19.5,40.03,20.2,39.76,20.53333333,38.9,18.89,62.52666667,-5.123333333,87.26666667,20.1,37.53,21.2,46.59,17.6,39.66333333,-4.0,762.4,88.66666667,2.0,23.33333333,-5.57,44.26131524,44.26131524,50,0
21.0,40.59,19.42666667,40.03,20.2,39.96666667,20.46333333,38.63333333,18.89,62.32666667,-5.091111111,87.74333333,20.1,37.59,21.2,46.72333333,17.6,39.745,-4.0,762.3,88.33333333,2.0,23.66666667,-5.63,16.26305076,16.26305076,50,0
21.0,40.59,19.39,40.12666667,20.26,40.02666667,20.39,38.56,18.85666667,62.13333333,-5.091111111,87.65,20.1,37.59,21.2,46.93333333,17.6,39.93333333,-4.0,762.2,88.0,2.0,24.0,-5.7,48.54407833,48.54407833,40,0
20.96333333,40.66333333,19.39,40.2,20.29,40.09,20.35666667,38.46666667,18.79,61.86,-5.128888889,87.56444444,20.1,37.59,21.2,47.06,17.66666667,40.13333333,-4.0,762.1,87.66666667,2.0,24.33333333,-5.77,49.24101331,49.24101331,40,0
20.89,40.66333333,19.29,40.23,20.29,40.09,20.29,38.4,18.79,61.66333333,-5.156666667,87.32833333,20.0,37.7,21.2,47.15666667,17.6,40.12666667,-4.0,762.0,87.33333333,2.0,24.66666667,-5.83,1.959235885,1.959235885,20,0
20.89,40.59,19.23,40.23,20.29,40.09,20.26,38.43,18.73,61.53,-5.19,87.63611111,20.05,37.65,21.13333333,47.29,17.6,40.2,-4.0,761.9,87.0,2.0,25.0,-5.9,44.6785644,44.6785644,30,0
20.89,40.59,19.2,40.29,20.29,40.09,20.2,38.29,18.76,61.36333333,-5.19,87.65777778,20.0,37.5,21.1,47.4,17.63333333,40.32666667,-4.0,761.8166667,86.83333333,2.166666667,25.33333333,-5.93,41.11995756,41.11995756,20,0
20.79,40.59,19.2,40.36333333,20.26,40.09,20.2,38.29,18.7,61.29,-5.257222222,87.18166667,20.0,37.4,21.1,47.4,17.63333333,40.4,-4.0,761.7333332999999,86.66666667,2.333333333,25.66666667,-5.97,36.21223464,36.21223464,50,0
20.79,40.59,19.16666667,40.4,20.2,40.09,20.2,38.23,18.7,61.16333333,-5.338095238,87.11238095,20.0,37.4,21.0,47.4,17.6,40.43333333,-4.0,761.65,86.5,2.5,26.0,-6.0,14.44600689,14.44600689,60,0
20.76,40.53,19.1,40.4,20.245,40.245,20.1,38.09,18.63333333,60.96333333,-5.342857143,86.99047619,19.89,37.4,21.0,47.56666667,17.6,40.5,-4.0,761.5666667,86.33333333,2.666666667,26.33333333,-6.03,25.09743023,25.09743023,40,0
20.7,40.59,19.1,40.46666667,20.23,40.23,20.1,38.16333333,18.6,60.83333333,-5.416666667,86.575,19.89,37.475,21.0,47.76,17.6,40.62666667,-4.0,761.4833332999999,86.16666667,2.833333333,26.66666667,-6.07,21.41735007,21.41735007,50,0
20.7,40.59,19.0,40.4,20.23,40.23,20.06666667,38.06,18.6,60.7,-5.51,85.98833333,19.89,37.62666667,20.96333333,47.66333333,17.6,40.76,-4.0,761.4,86.0,3.0,27.0,-6.1,30.500800800000004,30.500800800000004,40,0
20.63333333,40.53,19.0,40.4,20.26,40.29,20.0,38.0,18.6,60.56,-5.51,86.21,19.89,37.62666667,20.89,47.59,17.6,40.93333333,-4.0,761.3,85.66666667,3.0,27.0,-6.13,46.30565870000001,46.30565870000001,40,0
20.6,40.53,18.96333333,40.4,20.26,40.36333333,19.89,38.0,18.53333333,60.43333333,-5.5,86.45555556,19.89,37.73,20.89,47.56,17.6,41.0,-4.0,761.2,85.33333333,3.0,27.0,-6.17,12.00616289,12.00616289,50,0
20.575,40.59,18.89,40.4,20.29,40.4,19.89,38.0,18.5,60.4,-5.483333332999999,86.36444444,19.89,37.79,20.89,47.5,17.6,41.12666667,-4.0,761.1,85.0,3.0,27.0,-6.2,13.594091699999998,13.594091699999998,50,0
20.5,40.59,18.89,40.4,20.29,40.46666667,19.89,38.0,18.5,60.26,-5.4,86.76666667,19.89,37.86,20.89,47.4,17.6,41.26,-4.0,761.0,84.66666667,3.0,27.0,-6.23,36.75018232,36.75018232,40,0
20.5,40.62666667,18.89,40.4,20.29,40.5,19.865,37.925,18.5,60.12666667,-5.444444444,86.50555556,19.82333333,38.0,20.89,47.32666667,17.6,41.4,-4.0,760.9,84.33333333,3.0,27.0,-6.27,37.57729365,37.57729365,50,0
20.42666667,40.56666667,18.79,40.29,20.29,40.5,19.79,37.9,18.39,59.9,-5.472222222,86.34166667,19.79,38.0,20.89,47.3175,17.6,41.46666667,-4.0,760.8,84.0,3.0,27.0,-6.3,46.52959604,46.52959604,40,0
20.39,40.59,18.79,40.36333333,20.29,40.53,19.79,37.86333333,18.39,59.9,-5.53,85.83944444,19.79,37.95,20.89,47.4,17.6,41.59,-4.08,760.7166667,84.5,3.0,26.16666667,-6.32,23.13651374,23.13651374,50,0
20.39,40.66333333,18.7,40.32666667,20.29,40.59,19.79,37.79,18.39,59.79,-5.53,86.3,19.79,37.93333333,20.79,47.2,17.6,41.59,-4.17,760.6333333,85.0,3.0,25.33333333,-6.33,43.03455884,43.03455884,30,0
20.29,40.7,18.7,40.4,20.26,40.59,19.7,37.86333333,18.39,59.79,-5.5,86.35555556,19.79,38.0,20.79,47.2,17.6,41.59,-4.25,760.55,85.5,3.0,24.5,-6.35,15.60182098,15.60182098,20,0
20.29,40.7,18.7,40.4,20.26,40.59,19.7,37.86333333,18.35666667,59.7,-5.525,86.2,19.79,38.0,20.79,47.2,17.6,41.62666667,-4.33,760.4666667,86.0,3.0,23.66666667,-6.37,10.40195067,10.40195067,30,0
20.29,40.7,18.63333333,40.32666667,20.2,40.59,19.7,37.9,18.29,59.62666667,-5.535,86.38277778,19.79,38.0,20.73,47.2,17.6,41.7,-4.42,760.3833333,86.5,3.0,22.83333333,-6.38,46.04137336,46.04137336,30,0
20.23,40.7,18.6,40.29,20.2,40.59,19.63333333,37.9,18.29,59.59,-5.483333332999999,86.77277778,19.7,38.03,20.7,47.09,17.6,41.7,-4.5,760.3,87.0,3.0,22.0,-6.4,2.636844211,2.636844211,50,0
20.2,40.76666667,18.6,40.29,20.2,40.59,19.6,37.9,18.29,59.59,-5.427777777999999,87.055,19.7225,38.045,20.7,47.09,17.6,41.76,-4.55,760.25,87.16666667,2.833333333,22.0,-6.42,20.55777155,20.55777155,80,0
20.2,41.02666667,18.56666667,40.43333333,20.2,40.66333333,19.6,37.9,18.29,59.5,-5.3833333329999995,86.88333333,19.73,38.09,20.7,47.09,17.6,41.86333333,-4.6,760.2,87.33333333,2.666666667,22.0,-6.43,22.81706076,22.81706076,40,0
20.03333333,41.46333333,18.29,41.59,20.1,40.79,19.39,38.4,18.2,58.73,-5.1677777780000005,86.81833333,19.6,37.745,20.5,46.56666667,17.5,41.02666667,-4.6,759.8666667,87.33333333,2.0,20.66666667,-6.43,32.11072901,32.11072901,40,0
20.05,41.45,18.35666667,41.59,20.1,40.79,19.39,38.4,18.15,58.745,-5.19,86.53666667,19.575,37.5675,20.4725,46.2175,17.5,40.76666667,-4.55,759.8333332999999,87.16666667,2.0,20.33333333,-6.42,43.71414969,43.71414969,40,0
20.0,41.4,18.29,41.59,20.1,40.9,19.315,38.4,18.12,58.7,-5.226666667,86.67166667,19.5,37.45,20.39,45.895,17.5,40.52666667,-4.5,759.8,87.0,2.0,20.0,-6.4,29.61566752,29.61566752,20,0
20.0,41.4,18.29,41.59,20.03333333,40.82666667,19.29,38.32666667,18.13333333,58.7,-5.185555556000001,86.99888889,19.5,37.2,20.39,45.63333333,17.42666667,40.26666667,-4.43,759.7666667000001,86.83333333,2.0,20.33333333,-6.35,13.12160961,13.12160961,20,0
20.0,41.4,18.23,41.53,20.0,40.73,19.29,38.36333333,18.1,58.59,-5.075,87.53,19.42666667,37.06666667,20.39,45.43333333,17.39,39.96666667,-4.37,759.7333332999999,86.66666667,2.0,20.66666667,-6.3,44.1876132,44.1876132,30,0
19.92666667,41.4,18.26,41.56,20.0,40.79,19.29,38.29,18.1,58.53,-4.993333333,88.02444444,19.39,36.86333333,20.29,45.22333333,17.39,39.82666667,-4.3,759.7,86.5,2.0,21.0,-6.25,9.384467313,9.384467313,50,0
19.89,41.4,18.2,41.56,19.89,40.79,19.2,38.2,18.1,58.5,-4.9,88.33777778,19.39,36.73,20.29,45.03,17.39,39.645,-4.23,759.6666667000001,86.33333333,2.0,21.33333333,-6.2,24.44334911,24.44334911,50,0
19.89,41.4,18.2,41.59,19.89,40.79,19.2,38.2,18.05,58.395,-4.8327777780000005,88.38277778,19.39,36.56,20.29,44.86333333,17.39,39.46666667,-4.17,759.6333333,86.16666667,2.0,21.66666667,-6.15,0.491024356,0.491024356,40,0
19.85666667,41.36333333,18.2,41.59,19.89,40.79,19.2,38.2,18.0,58.26,-4.726666667,88.77388889,19.39,36.5,20.29,44.79,17.39,39.4,-4.1,759.6,86.0,2.0,22.0,-6.1,18.02170216,18.02170216,40,0
19.79,41.23,18.2,41.7,19.89,40.79,19.2,38.2,18.0,58.2,-4.613888889,88.96666667,19.29,36.46666667,20.2,44.5,17.39,39.26,-4.0,759.55,86.16666667,1.8333333330000001,22.16666667,-5.98,22.10808455,22.10808455,40,0
19.79,41.2,18.13333333,41.7,19.89,40.79,19.1,38.2,18.0,58.16333333,-4.45,89.44722222,19.29,36.4,20.2,44.36,17.32333333,39.12666667,-3.9,759.5,86.33333333,1.6666666669999999,22.33333333,-5.87,6.286461069,6.286461069,40,0
19.79,41.2,18.1,41.73,19.89,40.79,19.1,38.12666667,18.0,58.09,-4.268333333,89.945,19.245,36.245,20.1,44.26,17.29,39.06,-3.8,759.45,86.5,1.5,22.5,-5.75,31.21822738,31.21822738,50,0
19.76,41.2,18.1,41.79,19.89,40.79,19.16666667,38.0,18.0,58.0,-4.039444444,90.40277778,19.23,36.12666667,20.1,44.12666667,17.29,39.0,-3.7,759.4,86.66666667,1.333333333,22.66666667,-5.63,15.12156659,15.12156659,50,0
19.7,41.2,18.1,41.79,19.82333333,40.73,19.1,38.0,17.92666667,57.93333333,-3.798333333,90.85333333,19.23,36.06666667,20.1,44.0,17.29,38.9,-3.6,759.35,86.83333333,1.166666667,22.83333333,-5.52,11.98186141,11.98186141,50,0
19.7,41.16333333,18.1,41.79,19.84,40.745,19.1,37.96666667,17.89,57.9,-3.601666667,91.28944444,19.2,36.0,20.03333333,43.93333333,17.29,38.82666667,-3.5,759.3,87.0,1.0,23.0,-5.4,17.93148818,17.93148818,40,0
19.7,41.16333333,18.1,41.79,19.89,40.79,19.1,37.96666667,17.89,57.82666667,-3.368888889,91.75277778,19.2,35.93333333,20.05,43.895,17.29,38.76,-3.28,759.2333332999999,85.83333333,1.333333333,25.83333333,-5.38,44.64552063,44.64552063,40,0
19.7,41.2,18.1,41.79,19.89,40.79,19.1,37.9,17.89,57.7675,-3.14,92.20166667,19.2,35.86333333,20.0,43.66333333,17.29,38.62666667,-3.07,759.1666667000001,84.66666667,1.6666666669999999,28.66666667,-5.37,49.53136325,49.53136325,20,0
19.7,41.2,18.1,41.79,19.79,40.66333333,19.1,37.9,17.89,57.7,-2.8627777780000003,92.65444444,19.2,35.79,20.0,43.53,17.29,38.59,-2.85,759.1,83.5,2.0,31.5,-5.35,36.62105987,36.62105987,20,0
19.6,41.09,18.13333333,41.7,19.79,40.59,19.1,37.96666667,17.89,57.66333333,-2.601666667,93.015,19.1,35.7,20.0,43.5,17.29,38.53,-2.63,759.0333333,82.33333333,2.333333333,34.33333333,-5.33,49.63940441,49.63940441,30,0
19.6,41.03,18.13333333,41.7,19.76,40.59,19.1,37.96666667,17.89,57.59,-2.3283333330000002,93.485,19.1,35.62666667,19.92666667,43.43333333,17.29,38.5,-2.42,758.9666667,81.16666667,2.666666667,37.16666667,-5.32,26.98946811,26.98946811,40,0
19.6,41.045,18.2,41.66333333,19.7,40.59,19.1,38.045,17.89,57.5,-2.040555556,93.85444444,19.1,35.59,19.89,43.29,17.29,38.43333333,-2.2,758.9,80.0,3.0,40.0,-5.3,21.69008809,21.69008809,50,0
19.6,41.12666667,18.2,41.59,19.7,40.7,19.1,38.09,17.85666667,57.36333333,-1.8388888890000001,94.11444444,19.1,35.59,19.89,43.29,17.29,38.4,-2.07,758.8166667,79.0,3.0,40.0,-5.33,48.23368371,48.23368371,50,0
19.6,41.2,18.2,41.59,19.76,40.7,19.1,38.03,17.79,57.29,-1.6433333330000002,94.39722222,19.1,35.5,19.89,43.2,17.29,38.32666667,-1.93,758.7333332999999,78.0,3.0,40.0,-5.37,7.4159821610000005,7.4159821610000005,40,0
19.6,41.2,18.26,41.59,19.79,40.7,19.1,38.0,17.79,57.2,-1.375555556,94.60777778,19.1,35.5,19.82333333,43.06666667,17.26,38.26,-1.8,758.65,77.0,3.0,40.0,-5.4,3.324652789,3.324652789,40,0
19.6,41.2,18.23,41.53,19.79,40.7,19.1,38.0,17.79,57.12666667,-1.16,94.745,19.03333333,35.32666667,19.85666667,43.06,17.2,38.2,-1.67,758.5666667,76.0,3.0,40.0,-5.43,1.212574402,1.212574402,50,0
19.6,41.23,18.29,41.59,19.79,40.7,19.06666667,37.96666667,17.79,57.0675,-1.0555555559999998,94.74444444,19.1,35.4,19.79,42.93333333,17.29,38.29,-1.53,758.4833332999999,75.0,3.0,40.0,-5.47,30.62116209,30.62116209,40,0
19.53333333,41.29,18.29,41.59,19.79,40.7,19.06666667,38.02666667,17.79,57.0,-0.8444444440000001,94.85444444,19.0,35.26,19.79,42.9,17.23,38.23,-1.4,758.4,74.0,3.0,40.0,-5.5,34.8304374,34.8304374,40,0
19.5,41.29,18.29,41.53,19.79,40.7,19.03333333,38.06666667,17.76,56.96666667,-0.705555556,94.865,19.0,35.2,19.79,42.9,17.29,38.29,-1.35,758.3,73.66666667,3.0,40.0,-5.52,40.05709436,40.05709436,50,0
19.5,41.29,18.29,41.5,19.79,40.7,19.03333333,38.12666667,17.76,56.9,-0.6333333329999999,94.66777778,19.1,35.26,19.79,42.86333333,17.2,38.2,-1.3,758.2,73.33333333,3.0,40.0,-5.53,6.886514195,6.886514195,40,0
19.5,41.29,18.29,41.5,19.73,40.7,19.0,38.09,17.79,56.79,-0.5,94.79611111,19.03333333,35.12666667,19.79,42.79,17.26,38.26,-1.25,758.1,73.0,3.0,40.0,-5.55,7.989241136,7.989241136,50,0
19.5,41.29,18.29,41.5,19.79,40.7,19.0,38.16333333,17.73,56.73,-0.36111111100000004,94.9,19.0,35.045,19.79,42.73,17.29,38.29,-1.2,758.0,72.66666667,3.0,40.0,-5.57,49.44167965,49.44167965,40,0
19.5,41.29,18.29,41.5,19.79,40.7,19.0,38.2,17.76,56.66333333,-0.26666666699999997,95.04388889,19.0,34.96666667,19.73,42.73,17.23,38.23,-1.15,757.9,72.33333333,3.0,40.0,-5.58,19.93228478,19.93228478,20,0
19.5,41.29,18.29,41.5,19.79,40.7,19.0,38.2,17.7,56.59,-0.105555556,95.17888889,19.0,34.9,19.79,42.66333333,17.23,38.2,-1.1,757.8,72.0,3.0,40.0,-5.6,9.395590809,9.395590809,20,0
19.5,41.4,18.245,41.45,19.745,40.7,19.0,38.2,17.7,56.5,0.038888888999999996,95.25722222,19.0,34.82666667,19.745,42.645,17.23,38.12666667,-1.02,757.7166667,71.66666667,3.0,40.0,-5.58,23.88641206,23.88641206,30,0
19.5,41.4,18.29,41.5,19.7,40.7,19.0,38.2,17.7,56.5,0.15,95.32777778,19.0,34.82666667,19.7,42.59,17.29,38.09,-0.9329999999999999,757.6333333,71.33333333,3.0,40.0,-5.57,27.21170114,27.21170114,40,0
19.39,41.29,18.23,41.43333333,19.7,40.7,19.0,38.23,17.7,56.4,0.3,95.50333333,19.0,34.79,19.7,42.59,17.29,38.09,-0.85,757.55,71.0,3.0,40.0,-5.55,16.40789903,16.40789903,50,0
19.39,41.29,18.29,41.5,19.7,40.7,18.92666667,38.29,17.7,56.32666667,0.37777777799999995,95.47222222,19.0,34.73,19.7,42.53,17.2,38.0,-0.767,757.4666667,70.66666667,3.0,40.0,-5.53,49.99652968,49.99652968,50,0
19.46333333,41.36333333,18.2,41.4,19.7,40.7,18.89,38.29,17.7,56.29,0.46666666700000003,95.42222222,19.0,34.62666667,19.7,42.5,17.26,38.0,-0.6829999999999999,757.3833333,70.33333333,3.0,40.0,-5.52,26.3890918,26.3890918,50,0
19.39,41.29,18.26,41.46666667,19.7,40.7,18.89,38.29,17.63333333,56.15666667,0.566666667,95.37222222,19.0,34.645,19.7,42.43333333,17.29,38.0,-0.6,757.3,70.0,3.0,40.0,-5.5,6.686725409,6.686725409,40,0
19.39,41.29,18.29,41.5,19.7,40.7,18.89,38.29,17.66,56.09,0.661111111,95.42222222,19.0,34.56,19.7,42.4,17.29,38.0,-0.5670000000000001,757.25,69.5,3.0,38.16666667,-5.55,21.92700339,21.92700339,40,0
19.39,41.345,18.29,41.5,19.7,40.7,18.89,38.29,17.625,55.9975,0.7,95.525,19.0,34.5675,19.7,42.4,17.2,37.9,-0.5329999999999999,757.2,69.0,3.0,36.33333333,-5.6,31.03969699,31.03969699,40,0
19.39,41.36333333,18.29,41.5,19.7,40.7,18.89,38.29,17.66666667,55.96666667,0.783333333,95.65666667,19.0,34.7,19.625,42.3175,17.2,37.9,-0.5,757.15,68.5,3.0,34.5,-5.65,10.14562061,10.14562061,40,0
19.39,41.36333333,18.29,41.5,19.7,40.7,18.89,38.29,17.6,55.9,0.7888888890000001,95.59,19.0,34.76,19.675,42.3725,17.2,37.9,-0.467,757.1,68.0,3.0,32.66666667,-5.7,6.708488637,6.708488637,40,0
19.39,41.36333333,18.26,41.5,19.7,40.7,18.89,38.36333333,17.6,55.845,0.805555556,95.70833333,19.0,34.7,19.6,42.2,17.2,37.9,-0.433,757.05,67.5,3.0,30.83333333,-5.75,38.8416999,38.8416999,50,0
19.29,41.4,18.2,41.5,19.7,40.7,18.89,38.29,17.6,55.7675,0.8666666670000001,95.87777778,19.0,34.7,19.65,42.1725,17.2,37.79,-0.4,757.0,67.0,3.0,29.0,-5.8,31.79749243,31.79749243,50,0
19.35666667,41.4,18.2,41.4,19.7,40.7,18.89,38.29,17.6,55.7,0.8888888890000001,96.01333333,19.0,34.7,19.6,42.09,17.2,37.79,-0.41700000000000004,756.9666667,67.5,2.833333333,30.83333333,-5.73,14.10681483,14.10681483,30,0
19.29,41.4,18.2,41.4,19.7,40.66333333,18.85666667,38.36333333,17.6,55.6725,0.9,96.01,19.0,34.7,19.6,42.0,17.2,37.79,-0.433,756.9333333,68.0,2.666666667,32.66666667,-5.67,9.562972805,9.562972805,20,0
21.0,45.4,20.23,43.03,23.2,44.26666667,21.0,43.29,18.87888889,54.575,8.83,68.69,19.0,37.22666667,21.52777778,48.53944444,19.0,43.72333333,8.3,739.35,75.0,11.0,40.0,4.0,19.059106699999997,19.059106699999997,190,10
21.2,45.045,20.29,43.03,23.2,42.93,21.1,43.2,18.84,54.145,7.7,73.0,19.1,36.30833333,21.90833333,46.10833333,19.0,42.62666667,7.6,739.6,71.0,11.0,40.0,2.6,4.7524988189999995,4.7524988189999995,290,20
21.2,45.03,20.29,43.09,23.26,42.73,21.1,43.23,18.85111111,54.15722222,7.433333332999999,77.59333333,19.1,36.45,21.89,45.72666667,19.0,42.59,7.68,739.6333333,70.66666667,10.83333333,37.66666667,2.6,28.28793819,28.28793819,260,20
21.2,44.75666667,20.29,43.16333333,23.49333333,42.63333333,21.16666667,43.43,18.85666667,54.16333333,7.5,79.33,19.11666667,36.515,21.84555556,45.38388889,19.0,42.59,7.77,739.6666667000001,70.33333333,10.66666667,35.33333333,2.6,0.8437080770000001,0.8437080770000001,230,30
21.23,44.62666667,20.29,43.09,23.82666667,43.1,21.2,43.46666667,18.85111111,54.07111111,7.56,78.45666667,19.29277778,36.575,21.89,45.10222222,19.0,42.73,7.85,739.7,70.0,10.5,33.0,2.6,9.993944119,9.993944119,200,20
21.29,44.56666667,20.39,42.9,24.03333333,43.36,21.26,43.4,18.86222222,54.03,7.76,74.23,19.45722222,36.47,21.97555556,44.77444444,19.0,42.86333333,7.93,739.7333332999999,69.66666667,10.33333333,30.66666667,2.6,20.87919004,20.87919004,80,20
21.29,44.22333333,20.39,42.76666667,24.1,43.43333333,21.32333333,43.19333333,18.85666667,54.01444444,8.033333333,71.23,19.5,36.17944444,21.95722222,44.46555556,19.0,42.86333333,8.02,739.7666667000001,69.33333333,10.16666667,28.33333333,2.6,10.27530442,10.27530442,120,20
21.29,44.42333333,20.29,42.4,23.96333333,43.06333333,21.39,42.93333333,18.82888889,53.86833333,8.226666667,70.13333333,19.5,36.00944444,21.97555556,44.59333333,19.0,42.79,8.1,739.8,69.0,10.0,26.0,2.6,18.86107035,18.86107035,220,30
21.29,44.26666667,20.29,42.46666667,23.76333333,42.39666667,21.39,42.76,18.88444444,53.88777778,8.36,68.86,19.445,35.84111111,22.0,44.67555556,19.0,42.56,8.08,739.85,68.83333333,10.16666667,28.33333333,2.57,3.822585894,3.822585894,700,20
21.29,44.13333333,20.29,42.46666667,23.6,42.22666667,21.39,42.62666667,18.82888889,53.72888889,8.46,66.69666667,19.39,35.70388889,22.08333333,44.72,19.0,42.36,8.07,739.9,68.66666667,10.33333333,30.66666667,2.53,7.248699781,7.248699781,610,20
